id,intent,text
2930,bash,"How do I control a job's ""name"" in Bash?"
2931,oracle,How do I test for an Oracle connection
2932,visual-studio,Visual Studio add-on gallery?
2933,linq,LINQ Query - Explanation needed of why these examples are different.
2934,linq,When should I dispose of a data context
2935,sharepoint,What is the maximum number of characters allowed in a Note field in SharePoint?
2936,cocoa,Adding a subview below my UITableView
2937,ajax,jQuery and AJAX
2938,excel,How do you typically import data from a spreadsheet to multiple database columns?
2939,excel,Exporting Excel cell data to database via Excel macro?
2940,sharepoint,Wrapping text inside a bound field in SPGridView
2941,excel,"In excel automation, how to gracefully handle invalid file format error upon file opening?"
2942,oracle,Identify a table with maximum rows in Oracle
2943,oracle,Oracle: How can I programmatically arrange to have my current connection killed?
2944,sharepoint,sharepoint permition on apple computers
2945,svn,Access Denied to all SVN Directories
2946,oracle,rebuild indexes oracle 10G
2947,svn,how can I search an svn repository for the existance of files in any revision
2948,sharepoint,Show home in breadcrumb navgation in Document Library in My Site in SharePoint
2949,svn,SVN Mergeinfo properties on paths other than the Working Copy root
2950,ajax,Best way to implement realtime UI updates like SO's 'new answer' notifier?
2951,visual-studio,Is it possible to enable ClearType on Visual Studio only?
2952,visual-studio,how do you add an existing directory tree to a project in visual studio
2953,haskell,"Haskell, Lisp, and verbosity"
2954,cocoa,How do I draw a badge on my Dock icon using Cocoa?
2955,cocoa,What's the easiest way to create an array of structs?
2956,osx,Can Spotlight index a MacFUSE filesystem?
2957,visual-studio,How Can I add additional functions to Visual Studio's Server Explorer?
2958,cocoa,When does using structs make sense in cocoa?
2959,hibernate,Storing Dates in Oracle via Hibernate
2960,osx,OSX - always hide certain files
2961,bash,Detect OS from a bash script
2962,osx,Getting the row of a NSButtonCell
2963,osx,"USB (PNY 4GB) suddenly appears empty - mounts, but name is strange, files not there"
2964,excel,McAfee deletes code from VBA module
2965,linq,Adding related data with multiple LINQ to SQL DataContexts
2966,osx,Save entire desktop state?
2967,matlab,Looking for Matlab to F#/C# Script Convertor
2968,apache,What setting might be causing an AMP server to only allow 1 request at a time per browser?
2969,haskell,save graphs in Haskell
2970,svn,Migrating from SVN to Perforce -- Tips?  Experience?
2971,visual-studio,Visual Haskell 2008
2972,haskell,When should I use $ (and can it always be replaced with parentheses)?
2973,visual-studio,How do you get a minimal SDL program to compile and link in visual studio 2008 express?
2974,sharepoint,Allow mobile access to an InfoPath form on a forms server/sharepoint instance
2975,excel,How to get google page rank and number of searches in excel sheet
2976,cocoa,How do I get controls on an NSPanel to look correct?
2977,matlab,MATLAB settings - stop if errors
2978,apache,How do you use mod_rewrite to move a site down a sub directory?
2979,linq,LINQ- Combine Multiple List<T>  and order by a value (.Net 3.5)
2980,visual-studio,Visual Studio Attach to Process
2981,svn,Is it safe to commit more files as a pre-commit hook
2982,ajax,Ajax Toolkit ReorderList Two components with the same id 'componentid' can't be added to the applicaiton
2983,haskell,Mutual recursion -- can someone help explain how this code works?
2984,cocoa,How to give NSWindow a particular background color
2985,visual-studio,"How to debug ""Unexpected debug information initialization error -- 'Failed to find a required export in the runtime.'"""
2986,oracle,Add date without exceeding a month.
2987,visual-studio,"Does it exist an API for ""International Settings"" in Visual Studio?"
2988,sharepoint,"What is the ""Task group"" field in a SharePoint Task list for?"
2989,sharepoint,How do you change the ListTemplateID of an existing SharePoint list?
2990,cocoa,Loading data into a Cocoa view before the application loads
2991,hibernate,How can I set the schema name used by hibernate entities at query time?
2992,sharepoint,Displaying code snippets in Sharepoint wiki
2993,oracle,A useful example of when to use vsize function instead of length function in Oracle?
2994,bash,Auto complete by end/middle of line in bash
2995,osx,os x: sending mail to localhost
2996,apache,Long-lived connections (asynchronous server push) with Apache/PHP/Javascript?
2997,visual-studio,Visual Studio Performance with External Hard Drive
2998,cocoa,Parsing unsupported date formats in via Cocoa's NSDate
2999,osx,How to Capture / Post system-wide Keyboard / Mouse events under OSX ?
3000,svn,Subversion merge Trunk to Branch
3001,visual-studio,Visual Stuido: Make view code default
3002,excel,Create an Excel macro which searches a heading and copy-paste the column
3003,visual-studio,Office XP Shared Addin VS 2008
3004,oracle,How to put more than 1000 values into an Oracle IN clause
3005,visual-studio,"Testing in Visual Studio Succeeds Individually, Fails in a Set"
3006,linq,Linq and DeleteAllOnSubmit pain
3007,ajax,Are there any good drag&drop AJAX web app toolkits out there?
3008,ajax,ASP.Net ScriptControl - Add the Javascript get_events method : Possible?
3009,ajax,ASP.Net ScriptControl - Call one method from another
3010,oracle,Adding Sort Keys and Filter to Oracle Stored Procedure
3011,cocoa,Display os x window full screen on secondary monitor using Cocoa
3012,svn,examining Subversion history of deleted file
3013,visual-studio,How to use Office from Visual Studio C#?
3014,qt,Naming convention for Qt widgets
3015,linq,Filtering Null values in Select
3016,osx,"OS X: creating or extracting preview(.jpg,.png) of .eps file"
3017,haskell,Show a list of words repetited in haskell
3018,svn,Is there a metadata exclusion filter for the SVN DIFF command?
3019,svn,Using Git in a Company?
3020,haskell,exersise in haskell
3021,ajax,onreadystatechange function not being called
3022,sharepoint,What does the Alias attribute of FieldRef do?
3023,ajax,Javascript/Ajax - Manually remove event handler from a Sys.EventHandlerList()
3024,sharepoint,How best to convert a SharePoint multi-user field string into an array of SPUsers?
3025,oracle,Free SQL Query generator tool for oracle database?
3026,qt,Why library name gets an additional 0 is its name?
3027,sharepoint,Viewstate error on SharePoint custom site page with SPGridView
3028,osx,Best file system to transfer 5+GB files between OS X and Windows on removable media
3029,oracle,Oracle: how to use updateXML to update multiple nodes in a document?
3030,svn,In Subversion can I be a user other than my login name?
3031,haskell,Typed FP: Tuple Arguments and Curriable Arguments
3032,oracle,Insufficiente privileges when creating a trigger for a table in another schema
3033,ajax,comparisons of ajax libraries
3034,svn,"In-place editing, version control - what's your solution?"
3035,svn,How do I add a file to Subversion that has the same name as a directory that was deleted?
3036,matlab,Problems with Matlab javabuilder and memory
3037,visual-studio,Automatically adding .Net code comments
3038,ajax,Ajax Response from  CGI program
3039,qt,PyQt: getting widgets to resize automatically in a QDialog
3040,oracle,pl/sql REPLACE() function isn't handling carriage-returns & line-feeds
3041,visual-studio,How to move autocompleted closing tag in Visual Studio
3042,bash,[bash] Fill placeholders in file in single pass
3043,cocoa,Syncing a Core Data Model With A Web Service
3044,spring,HibernateTransactionManager(Spring) with multiple Session Factories
3045,bash,[bash] Escape a string for sed search pattern
3046,oracle,eliminate sort order on Data tab of SQL Devloper table view.
3047,sharepoint,What is your code maintenance strategy for custom SharePoint assemblies?
3048,oracle,Oracle Database to Class Diagram
3049,linq,Determine if a sequence contains all elements of another sequence using Linq
3050,hibernate,hibernate criteria - querying tables in n:m relationship
3051,svn,With svn how do I add a log message to trunk when creating a tag?
3052,sharepoint,"How can I add a link to the SharePoint ""create"" page?"
3053,matlab,"Is there a foreach in Matlab?  If so, how does it behave if the underlying data changes?"
3054,cocoa,Cocoa NSDocument: getting autosave to work
3055,scala,Idiomatic Scala Map manipulation
3056,osx,llv8call on Mac OS X - 2nd try
3057,linq,Linq to SQL: order by value in related table
3058,bash,"Compare integer in bash, unary operator expected"
3059,osx,Running a Socket Server in Cocoa
3060,excel,automatically execute an Excel macro on a cell change
3061,svn,How do I prevent a subversion update with no changes from causing IIS from recompiling the website?
3062,sharepoint,"How to force SharePoint tasks to be editable by ""Assigned To"" only?"
3063,linq,LINQ Anonymous Types + MVC Views Help
3064,apache,"Protecting your images, CSS and Javascript files from being used by external sites with Apache?"
3065,hibernate,Table per Concrete Class Hierarchy in Hibernate
3066,svn,resolving svn binary conflicts
3067,svn,TortoiseSVN can't connect to machine in workgroup
3068,oracle,How can I change the SID or an Oracle XE instance.
3069,bash,How do I tell rsync to run only if the destination directory exists?
3070,bash,build argument lists containing whitespace for other commands
3071,cocoa,How to create a series of dates in Cocoa for a week
3072,haskell,How to handle this exception?
3073,oracle,Possible to call Oracle FUNCTION from .Net using Enterprise Library?
3074,visual-studio,Is there a fast way to change tabindexes on a form with lots of controls?
3075,sharepoint,Designing sharepoint pages - what can I use?
3076,osx,Query about design guidelines for application development.
3077,oracle,Does Oracle Applications API expose Web Services? (that can be called from .NET?)
3078,haskell,Haskell parser error in where clause
3079,haskell,How haskell tail recursion works?
3080,haskell,Creative uses of monads
3081,linq,High performance product catalog in asp.net?
3082,sharepoint,Sharepoint: Is there some OOB way to delete provision files?
3083,linq,LINQ ISNULL
3084,osx,Fastest way to navigate through files in TextMate?
3085,visual-studio,VSTS Database Edition and the GDR project structure
3086,sharepoint,Simple approve/reject form for SharePoint workflow?
3087,sharepoint,SPContext.Current.Web.CurrentUser returns misleading value
3088,spring,How to know which URLs are mapped in the current servlet context in a Spring 2.0 Controller method?
3089,haskell,How composite function with arbitrary arity in Haskell?
3090,oracle,Performance of Dynamic SQL with Bind vs Normal SQL within Package
3091,linq,Linq vs. database views
